,MonthlyCharges,TotalCharges,Churn
4058,84.85,3303.05,Yes
4059,65.7,134.35,Yes
4060,63.35,3409.1,No
4061,50.1,709.5,No
4062,70.5,70.5,Yes
4063,94.85,953.45,Yes
4064,50.15,50.15,No
4065,19.75,19.75,Yes
4066,64.65,3665.55,No
4067,79.6,5515.8,No
4068,19.5,272,No
4069,99.55,6668,No
4070,74.0,4052.4,No
4071,38.9,664.4,No
4072,79.55,718.55,No
4073,65.45,937.6,Yes
4074,98.7,5812.6,Yes
4075,46.3,2546.85,No
4076,99.35,6944.5,No
4077,95.8,1346.3,No
4078,67.5,1544.05,Yes
4079,78.15,765.15,No
4080,26.1,692.55,No
4081,69.6,69.6,Yes
4082,84.35,4059.35,Yes
4083,100.2,6851.65,Yes
4084,78.05,78.05,Yes
4085,40.35,1187.05,No
4086,79.2,5401.9,No
4087,20.9,247,No
4088,73.6,520,Yes
4089,74.75,706.6,Yes
4090,49.9,49.9,No
4091,68.9,1370.35,No
4092,20.25,20.25,No
4093,76.0,2215.25,No
4094,74.0,74,No
4095,82.3,214.4,No
4096,89.4,1871.15,No
4097,99.15,6171.2,No
4098,20.2,20.2,Yes
4099,29.45,161.45,No
4100,19.8,1013.2,No
4101,59.15,336.7,No
4102,44.75,333.65,No
4103,90.8,6511.8,No
4104,49.55,393.45,No
4105,106.7,7009.5,No
4106,93.55,2264.05,Yes
4107,94.45,6921.7,No
4108,19.45,600.25,No
4109,25.05,56.35,Yes
4110,67.95,4664.15,No
4111,65.25,1441.8,No
4112,99.45,5623.7,No
4113,20.35,695.85,No
4114,19.95,1028.75,No
4115,77.4,4155.95,No
4116,19.7,395.6,No
4117,99.7,6330.4,No
4118,74.8,2971.7,No
4119,19.15,638,No
4120,78.95,2034.25,No
4121,95.55,2510.2,Yes
4122,62.85,3419.5,No
4123,71.55,2427.35,No
4124,94.95,1760.25,No
4125,86.1,3551.65,No
4126,19.55,122.9,No
4127,24.8,1424.2,No
4128,39.3,2111.45,Yes
4129,84.05,2909.95,No
4130,36.25,374,No
4131,20.25,20.25,Yes
4132,23.9,300.8,Yes
4133,98.6,5581.05,No
4134,103.65,5676.65,No
4135,92.9,3379.25,No
4136,19.9,942.95,No
4137,20.1,232.4,No
4138,85.45,85.45,Yes
4139,80.5,2088.45,No
4140,99.9,6137,Yes
4141,39.85,1434.6,No
4142,60.5,3870,No
4143,84.8,2043.45,Yes
4144,103.85,2215,No
4145,67.8,842.25,No
4146,75.2,2576.2,Yes
4147,24.85,1901,No
4148,19.35,601.6,No
4149,49.35,3515.25,Yes
4150,89.0,605.45,No
4151,55.0,3094.05,No
4152,76.15,4929.55,No
4153,20.3,595.05,No
4154,74.9,469.8,Yes
4155,117.35,8436.25,No
4156,19.75,19.75,No
4157,45.2,492,No
4158,25.2,987.95,No
4159,89.75,5496.9,No
4160,75.0,1908.35,No
4161,49.95,107.1,No
4162,65.7,4575.35,No
4163,67.05,4309.55,No
4164,110.9,7922.75,No
4165,87.95,522.35,No
4166,19.8,587.7,No
4167,75.7,3876.2,No
4168,62.15,3778.85,No
4169,101.25,1457.25,Yes
4170,115.15,8349.45,No
4171,18.95,185.6,Yes
4172,19.5,19.5,No
4173,86.55,1066.9,No
4174,28.6,973.55,Yes
4175,20.4,1226.45,No
4176,19.8,342.3,No
4177,45.65,985.05,No
4178,56.4,3948.45,No
4179,73.3,828.05,No
4180,24.35,41.85,Yes
4181,101.35,6164.7,No
4182,98.65,2862.75,Yes
4183,33.6,33.6,No
4184,79.9,343.95,Yes
4185,20.7,20.7,No
4186,104.05,6590.5,No
4187,20.25,717.95,No
4188,103.3,2890.65,Yes
4189,73.7,4885.85,No
4190,96.2,1222.05,Yes
4191,108.75,6871.7,No
4192,20.15,405.6,No
4193,19.75,208.25,No
4194,25.95,1801.9,No
4195,70.05,3062.45,No
4196,24.05,1764.75,No
4197,84.75,1816.75,No
4198,23.05,1255.1,No
4199,104.15,5743.05,Yes
4200,59.95,3921.1,No
4201,19.55,1463.45,No
4202,19.6,189.45,No
4203,20.05,96.8,No
4204,85.55,408.5,No
4205,78.6,1846.65,No
4206,116.8,8456.75,No
4207,43.55,1011.5,No
4208,60.8,4263.4,No
4209,54.9,2549.1,No
4210,65.2,3965.05,No
4211,102.95,2496.7,Yes
4212,90.6,90.6,Yes
4213,50.8,288.05,Yes
4214,90.05,368.1,Yes
4215,108.2,7840.6,No
4216,92.0,6632.75,No
4217,75.1,1013.35,No
4218,25.05,152.95,No
4219,75.15,3772.65,No
4220,19.5,1026.35,No
4221,19.3,19.3,No
4222,112.2,5031.85,No
4223,70.3,220.4,No
4224,19.6,1416.5,No
4225,20.25,158.35,No
4226,75.85,256.6,Yes
4227,80.65,5542.55,No
4228,68.5,68.5,Yes
4229,115.75,8443.7,No
4230,73.5,791.75,Yes
4231,80.6,5708.2,No
4232,69.95,69.95,Yes
4233,59.55,2016.3,No
4234,19.05,326.65,No
4235,95.65,5471.75,No
4236,19.95,19.95,No
4237,70.05,346.4,Yes
4238,19.4,1061.6,No
4239,36.1,1971.5,No
4240,94.0,773.65,Yes
4241,61.15,1422.05,Yes
4242,19.75,19.75,No
4243,64.1,2460.35,No
4244,19.75,856.5,No
4245,19.7,1275.85,No
4246,110.2,7467.5,No
4247,106.35,7261.75,No
4248,90.55,5116.6,No
4249,65.9,660.05,No
4250,104.5,6590.8,No
4251,52.5,1208.15,No
4252,56.1,1033.9,No
4253,88.75,1885.15,No
4254,84.45,2467.1,Yes
4255,75.3,989.45,Yes
4256,26.0,2006.95,No
4257,99.4,5025,No
4258,109.55,4830.25,Yes
4259,19.6,59.75,Yes
4260,73.15,3088.25,No
4261,54.65,3134.7,No
4262,66.4,94.55,Yes
4263,115.55,8312.4,No
4264,104.45,4863.85,No
4265,100.05,6871.9,Yes
4266,102.0,6529.25,Yes
4267,91.15,6637.9,No
4268,89.7,3165.6,No
4269,90.2,1454.15,Yes
4270,92.4,6786.1,No
4271,19.9,543,No
4272,25.15,1327.15,Yes
4273,79.85,2404.15,Yes
4274,18.85,867.3,No
4275,25.75,25.75,No
4276,49.6,114.7,Yes
4277,20.95,109.5,No
4278,97.05,4692.95,No
4279,25.4,546.85,No
4280,19.7,1274.05,No
4281,35.0,1782.4,No
4282,101.25,5301.1,No
4283,70.2,280.35,No
4284,90.95,2897.95,No
4285,73.85,3371,No
4286,88.05,801.3,No
4287,105.95,6975.25,Yes
4288,91.85,257.05,Yes
4289,20.1,1079.45,No
4290,40.1,40.1,Yes
4291,110.3,6997.3,No
4292,73.9,2217.15,Yes
4293,89.8,1129.1,Yes
4294,85.15,979.05,No
4295,60.95,4119.4,No
4296,72.25,2568.55,Yes
4297,73.55,3349.1,No
4298,46.0,492.1,No
4299,58.55,1718.95,No
4300,24.6,605.25,No
4301,19.75,1344.5,No
4302,86.35,4267.15,No
4303,25.5,1121.05,No
4304,19.0,918.7,No
4305,19.55,521.8,No
4306,110.1,4469.1,No
4307,96.55,3580.3,Yes
4308,69.75,1729.35,No
4309,50.6,1073.3,No
4310,65.6,4566.5,No
4311,40.1,293.3,Yes
4312,82.1,2603.1,No
4313,79.1,1783.75,No
4314,101.25,2440.15,Yes
4315,79.55,79.55,Yes
4316,90.65,6322.1,No
4317,20.55,57.4,No
4318,75.75,4284.65,No
4319,110.0,7138.65,No
4320,20.85,1539.75,No
4321,80.35,1058.1,No
4322,70.15,123.8,No
4323,84.05,2781.85,Yes
4324,67.45,2731,No
4325,20.75,20.75,No
4326,89.1,89.1,Yes
4327,69.9,497.3,No
4328,51.1,711.15,No
4329,94.4,1607.2,Yes
4330,78.25,1490.95,Yes
4331,25.55,1898.1,No
4332,60.0,3273.95,No
4333,90.55,2929.75,No
4334,76.4,838.7,No
4335,84.95,1443.65,No
4336,110.1,7746.7,No
4337,99.65,6951.15,No
4338,45.4,214.75,No
4339,69.0,2669.45,No
4340,48.65,235.2,No
4341,44.15,92.65,Yes
4342,59.85,3103.25,No
4343,75.75,606.25,Yes
4344,80.65,5330.2,No
4345,20.55,1403.1,No
4346,66.4,2727.8,No
4347,100.2,5038.45,No
4348,19.1,19.1,Yes
4349,80.3,80.3,Yes
4350,44.55,1462.6,No
4351,20.35,150.6,No
4352,91.8,5960.5,No
4353,74.9,74.9,Yes
4354,20.2,1192.3,No
4355,50.35,314.55,No
4356,18.8,56,No
4357,20.45,330.8,No
4358,64.75,877.35,No
4359,98.7,2249.1,No
4360,89.45,2807.65,No
4361,58.75,1696.2,No
4362,20.7,1032.05,No
4363,85.6,4902.8,No
4364,80.3,4995.35,No
4365,79.8,5034.05,No
4366,79.85,1857.75,No
4367,54.1,1992.85,No
4368,80.85,751.65,Yes
4369,24.75,66.95,Yes
4370,80.9,1714.95,No
4371,24.5,343.6,No
4372,20.15,20.15,No
4373,20.05,520.1,No
4374,19.6,1387.45,No
4375,114.3,7383.7,No
4376,100.3,4483.95,No
4377,80.0,1706.45,No
4378,20.85,1327.4,No
4379,89.95,5974.3,No
4380,20.0, ,No
4381,90.85,4515.85,Yes
4382,48.75,179.85,No
4383,80.0,5040.2,No
4384,79.7,165,Yes
4385,20.35,422.7,No
4386,57.55,3046.4,Yes
4387,20.25,20.25,No
4388,19.4,358.05,No
4389,100.4,2936.25,No
4390,57.95,1271.8,No
4391,59.5,530.05,No
4392,19.2,19.2,No
4393,86.5,1808.7,Yes
4394,59.55,1144.6,No
4395,103.95,7446.9,Yes
4396,25.1,25.1,Yes
4397,103.95,7556.9,No
4398,68.95,4858.7,No
4399,103.1,6595,No
4400,24.7,149.05,No
4401,110.2,4972.1,No
4402,48.95,1880.85,Yes
4403,62.45,2045.55,No
4404,89.55,2187.15,No
4405,83.55,477.55,Yes
4406,78.9,2976.95,No
4407,20.35,178.7,No
4408,71.45,5025.85,No
4409,46.35,3353.4,No
4410,94.65,1461.15,No
4411,49.9,2782.4,No
4412,25.45,1699.15,No
4413,89.15,1496.9,Yes
4414,20.75,452.2,No
4415,66.1,4428.45,No
4416,75.4,1322.55,No
4417,70.45,70.45,Yes
4418,60.3,3563.8,Yes
4419,21.05,139.75,No
4420,69.35,1927.3,No
4421,88.85,3000.25,No
4422,97.0,3021.3,No
4423,66.4,2245.4,No
4424,24.75,24.75,Yes
4425,69.2,944.65,No
4426,79.5,1264.2,No
4427,100.65,4917.75,No
4428,103.3,2012.7,Yes
4429,79.7,5743.3,No
4430,61.4,1864.65,No
4431,69.8,1221.65,No
4432,40.55,1390.85,No
4433,75.65,302.35,No
4434,90.7,1374.9,No
4435,80.5,1336.9,No
4436,60.6,1297.8,No
4437,101.15,6067.4,No
4438,24.95,1222.25,No
4439,20.3,487.95,No
4440,60.0,2548.55,No
4441,20.25,835.5,No
4442,78.5,242.05,Yes
4443,44.75,44.75,No
4444,19.85,63.75,Yes
4445,98.0,6218.45,No
4446,79.9,260.9,Yes
4447,107.7,7320.9,No
4448,99.7,2967.35,Yes
4449,104.7,6333.8,No
4450,58.6,939.7,Yes
4451,93.9,4200.25,No
4452,86.45,5950.2,No
4453,98.5,1037.75,Yes
4454,19.4,93.4,No
4455,50.45,50.45,Yes
4456,24.95,1614.9,No
4457,75.0,1573.95,No
4458,94.65,3624.3,Yes
4459,100.25,100.25,Yes
4460,78.2,1468.75,No
4461,94.2,2607.6,No
4462,88.45,1422.1,Yes
4463,69.85,69.85,Yes
4464,81.7,858.6,Yes
4465,50.05,1523.4,No
4466,79.9,324.3,Yes
4467,69.55,3435.6,No
4468,25.4,399.6,Yes
4469,90.1,4549.45,No
4470,44.65,322.5,No
4471,83.75,3273.55,Yes
4472,80.35,5375.15,No
4473,98.1,2510.7,No
4474,53.35,3090.05,No
4475,19.55,61.05,No
4476,20.9,20.9,Yes
4477,48.95,955.6,No
4478,54.2,140.4,No
4479,24.45,1493.1,No
4480,69.4,69.4,Yes
4481,40.15,1626.05,No
4482,74.9,541.15,Yes
4483,25.6,1784.9,No
4484,70.35,70.35,No
4485,91.7,6075.9,No
4486,89.2,5500.6,No
4487,24.1,73.1,No
4488,74.15,3229.4,Yes
4489,53.85,3399.85,No
4490,115.6,6431.05,No
4491,19.75,19.75,No
4492,24.05,1230.9,No
4493,25.3,454.65,No
4494,84.3,235.05,No
4495,70.1,70.1,Yes
4496,89.75,6595.9,No
4497,97.95,5867,No
4498,20.0,196.35,No
4499,78.3,909.25,Yes
4500,103.9,6449.15,No
4501,20.7,762.45,No
4502,96.8,5283.95,Yes
4503,94.4,1617.5,Yes
4504,20.15,785.75,No
4505,26.0,1776,No
4506,77.35,5396.25,No
4507,66.05,574.5,No
4508,19.9,400.3,No
4509,84.3,84.3,Yes
4510,68.15,2656.3,No
4511,80.85,1445.95,No
4512,75.5,5212.65,No
4513,92.45,6440.25,Yes
4514,80.6,2244.95,No
4515,83.2,1130,No
4516,87.55,6463.15,No
4517,99.55,1131.2,Yes
4518,81.25,585.95,Yes
4519,109.4,6252.7,No
4520,19.95,19.95,Yes
4521,45.55,2062.15,No
4522,20.7,587.1,No
4523,75.3,720.45,No
4524,99.25,2186.4,Yes
4525,93.4,2979.3,No
4526,73.75,956.65,No
4527,80.45,3201.55,Yes
4528,88.15,3973.2,No
4529,49.2,447.9,No
4530,19.65,1335.2,No
4531,79.35,661.25,Yes
4532,79.75,1111.85,Yes
4533,105.15,7555,No
4534,49.0,49,No
4535,100.05,3046.15,Yes
4536,69.35,69.35,Yes
4537,49.8,836.35,No
4538,85.8,272.2,Yes
4539,79.7,5293.4,Yes
4540,20.95,20.95,No
4541,50.55,50.55,Yes
4542,79.3,2570,No
4543,19.5,798.2,No
4544,80.55,80.55,Yes
4545,44.15,44.15,No
4546,84.5,916.9,Yes
4547,105.5,6487.2,No
4548,84.3,1855.65,Yes
4549,92.7,1556.85,No
4550,26.25,1988.05,No
4551,96.95,5432.2,No
4552,20.45,147.55,No
4553,115.8,8424.9,No
4554,108.2,2203.7,No
4555,20.2,387.4,No
4556,67.75,116.65,Yes
4557,54.9,3045.75,No
4558,85.25,2287.25,Yes
4559,20.15,130.5,No
4560,90.35,767.9,No
4561,55.75,446.8,No
4562,114.6,8100.25,No
4563,80.05,830.7,Yes
4564,20.0,20,Yes
4565,66.8,4689.15,No
4566,100.3,6754.35,No
4567,105.35,3540.65,No
4568,85.2,2184.6,No
4569,48.8,1054.6,Yes
4570,18.95,130.55,No
4571,69.8,1540.35,No
4572,106.15,6411.25,No
4573,20.55,1432.55,No
4574,105.75,7629.85,No
4575,25.25,101.9,No
4576,19.75,313.4,No
4577,104.85,6312.9,No
4578,60.95,629.55,No
4579,81.15,2640.55,No
4580,19.1,1372.45,No
4581,20.8,1212.25,No
4582,90.15,6237.05,No
4583,90.1,6310.9,No
4584,74.1,5031,No
4585,85.05,85.05,Yes
4586,118.75,8672.45,No
4587,85.9,2196.45,No
4588,95.0,3008.15,No
4589,20.15,220.8,No
4590,101.3,5779.6,No
4591,21.2,222.65,No
4592,24.2,914.6,No
4593,20.3,246.3,No
4594,102.8,2110.15,Yes
4595,85.3,5560,No
4596,89.6,1633,No
4597,99.95,547.65,Yes
4598,56.25,969.85,No
4599,50.95,2610.65,No
4600,115.85,6567.9,No
4601,103.65,4747.85,No
4602,26.1,1759.55,No
4603,35.1,101.1,No
4604,99.1,6496.15,No
4605,67.25,4234.15,No
4606,25.0,300.7,No
4607,59.55,59.55,No
4608,77.8,4323.35,No
4609,55.1,1466.1,No
4610,117.8,8684.8,Yes
4611,24.15,1776.45,No
4612,45.25,2933.95,No
4613,79.5,4370.25,Yes
4614,20.25,144.35,No
4615,64.75,4804.75,No
4616,54.6,1125.2,No
4617,20.7,39.85,No
4618,94.75,422.4,No
4619,79.65,251.75,Yes
4620,115.8,8332.15,No
4621,49.45,314.6,No
4622,83.8,4331.4,No
4623,95.35,6382,No
4624,94.7,740.3,Yes
4625,74.05,600.15,No
4626,89.6,5538.8,No
4627,116.6,7049.5,No
4628,54.2,690.5,No
4629,19.3,279.3,No
4630,65.05,1427.55,No
4631,92.5,452.7,Yes
4632,19.45,19.45,Yes
4633,24.05,1709.15,No
4634,18.75,53.15,No
4635,20.15,777.35,No
4636,20.0,860.85,No
4637,71.0,5012.1,No
4638,75.55,166.3,Yes
4639,93.6,2404.1,No
4640,70.0,70,Yes
4641,24.4,24.4,No
4642,74.8,4820.15,Yes
4643,65.25,209.9,No
4644,50.55,610.75,No
4645,104.4,3409.6,Yes
4646,70.7,70.7,No
4647,45.25,155.35,No
4648,70.3,144,No
4649,108.95,7875,No
4650,26.45,911.6,No
4651,86.2,1270.2,Yes
4652,19.65,478.1,No
4653,51.2,1561.5,Yes
4654,19.05,761.85,No
4655,74.75,2282.95,No
4656,75.8,1615.1,No
4657,25.1,1097.15,No
4658,44.45,369.3,No
4659,104.3,6725.3,No
4660,19.5,31.55,Yes
4661,89.0,6293.2,No
4662,20.15,432.5,No
4663,74.9,321.75,Yes
4664,74.9,147.15,Yes
4665,36.15,2434.45,No
4666,19.2,532.1,No
4667,19.25,375.25,No
4668,61.2,125.95,No
4669,20.45,1042.65,No
4670,35.05,1620.25,No
4671,100.25,2387.75,Yes
4672,44.0,659.35,No
4673,102.8,2660.2,Yes
4674,50.35,1285.8,No
4675,100.0,4211.55,Yes
4676,20.0,377.55,No
4677,99.85,990.9,Yes
4678,94.2,193.8,Yes
4679,86.4,6058.95,No
4680,58.4,964.9,No
4681,83.85,790.15,Yes
4682,88.3,2467.75,Yes
4683,94.1,2322.85,No
4684,104.05,7262,Yes
4685,108.9,4854.3,No
4686,107.4,7748.75,No
4687,94.7,1914.9,Yes
4688,90.85,6470.1,No
4689,19.9,57.4,No
4690,66.4,2019.8,No
4691,100.65,5688.05,Yes
4692,100.7,1522.7,No
4693,25.6,1334.5,No
4694,19.85,252,No
4695,20.75,700.45,No
4696,95.8,5655.45,No
4697,94.65,6747.35,No
4698,80.55,5265.1,Yes
4699,106.65,5174.35,No
4700,45.85,105.6,No
4701,104.35,2271.85,No
4702,55.45,2966.95,No
4703,78.85,1772.25,Yes
4704,61.15,61.15,No
4705,78.95,494.95,No
4706,44.45,44.45,Yes
4707,109.2,5290.45,No
4708,61.3,3346.8,No
4709,96.85,5219.65,No
4710,40.55,217.5,No
4711,19.8,607.7,No
4712,108.25,5431.4,No
4713,105.05,6004.85,No
4714,90.45,5957.9,No
4715,86.4,5442.05,No
4716,66.9,4370.25,No
4717,110.7,4428.6,No
4718,20.0,416.45,No
4719,84.9,3067.2,Yes
4720,102.1,6688.1,No
4721,20.25,20.25,Yes
4722,70.15,4224.7,No
4723,74.35,74.35,Yes
4724,80.05,4042.2,No
4725,62.05,62.05,Yes
4726,49.2,3580.95,No
4727,20.5,1198.8,No
4728,38.25,1755.35,No
4729,54.95,3772.5,No
4730,96.6,2877.95,No
4731,19.9,357.7,No
4732,19.9,1397.3,No
4733,84.6,959.9,No
4734,80.0,3182.95,Yes
4735,85.25,3704.15,No
4736,81.25,4620.4,No
4737,115.5,8312.75,No
4738,104.1,541.9,Yes
4739,79.0,929.3,No
4740,39.1,971.3,Yes
4741,94.65,1285.05,No
4742,20.8,1521.2,No
4743,59.5,3389.25,No
4744,20.05,1198.05,No
4745,100.45,3414.65,No
4746,76.5,162.45,Yes
4747,20.6,754,No
4748,20.3,467.15,No
4749,49.2,216.9,Yes
4750,39.55,373,No
4751,23.15,245.2,Yes
4752,20.45,481.1,No
4753,80.85,302.75,Yes
4754,25.25,1728.2,No
4755,91.25,2964.05,No
4756,72.45,2156.25,No
4757,60.1,60.1,Yes
4758,19.7,1051.9,No
4759,78.95,78.95,Yes
4760,75.1,5013,No
4761,25.0,1738.9,No
4762,69.15,2275.1,No
4763,91.55,5511.65,No
4764,45.15,98.5,Yes
4765,35.8,1316.9,No
4766,113.15,7993.3,No
4767,19.85,19.85,No
4768,19.8,1388.45,No
4769,19.9,666,No
4770,19.7,94.45,No
4771,79.4,244.65,Yes
4772,59.1,4134.7,No
4773,53.95,2375.4,Yes
4774,91.15,4862.5,No
4775,99.3,2431.35,Yes
4776,68.95,351.5,No
4777,51.55,106.2,No
4778,24.4,1413,No
4779,96.8,1743.05,No
4780,70.05,657.5,No
4781,19.5,1050.5,No
4782,78.75,426.35,No
4783,69.2,4982.5,No
4784,19.55,19.55,No
4785,80.65,1451.9,Yes
4786,103.65,7634.8,No
4787,54.7,235.05,No
4788,54.15,3116.15,No
4789,71.1,71.1,Yes
4790,84.85,2633.4,No
4791,20.0,49.65,No
4792,106.25,6979.8,Yes
4793,99.25,4920.8,No
4794,19.35,46.35,No
4795,20.8,1021.8,Yes
4796,94.75,5276.1,No
4797,114.05,8289.2,No
4798,74.9,2659.45,No
4799,19.8,196.75,No
4800,94.0,94,Yes
4801,80.85,5824.75,No
4802,54.65,1517.5,No
4803,91.7,3479.05,No
4804,118.6,7365.7,No
4805,24.55,1331.05,No
4806,19.45,1195.95,No
4807,116.15,3946.9,No
4808,80.6,4299.95,No
4809,20.3,20.3,No
4810,89.85,1424.95,Yes
4811,46.0,193.6,Yes
4812,66.25,620.55,Yes
4813,99.8,4391.25,No
4814,90.0,1993.8,Yes
4815,70.45,2597.6,Yes
4816,75.0,4213.9,No
4817,19.9,19.9,No
4818,80.3,5017.7,No
4819,19.75,1052.35,Yes
4820,84.3,4916.4,No
4821,54.05,2959.8,No
4822,104.9,7559.55,No
4823,53.95,53.95,Yes
4824,97.25,7133.1,No
4825,83.05,1799.3,No
4826,105.5,829.55,Yes
4827,81.0,1312.15,Yes
4828,41.1,1597.05,No
4829,45.0,524.35,No
4830,74.55,4191.45,No
4831,40.2,711.95,No
4832,70.5,2201.75,No
4833,19.75,806.95,No
4834,24.65,1620.45,No
4835,104.25,6812.95,No
4836,78.35,1837.9,No
4837,69.8,69.8,Yes
4838,109.7,7344.45,No
4839,73.75,545.15,Yes
4840,33.45,1500.25,No
4841,94.6,2283.15,No
4842,54.55,494.05,Yes
4843,20.2,1376.5,No
4844,20.3,755.4,No
4845,39.4,825.4,No
4846,69.15,488.65,No
4847,76.25,2841.55,Yes
4848,93.9,486.85,Yes
4849,51.35,2075.1,No
4850,100.05,5299.65,No
4851,70.4,204.7,Yes
4852,20.3,1356.3,No
4853,94.45,5042.75,No
4854,46.4,812.4,No
4855,104.05,6605.55,No
4856,91.15,2995.45,Yes
4857,24.9,505.95,No
4858,59.6,3509.4,No
4859,108.5,6991.9,No
4860,40.55,590.35,No
4861,58.95,2789.7,No
4862,70.95,137.95,Yes
4863,20.75,1123.15,No
4864,113.15,7953.25,No
4865,48.8,349.8,No
4866,63.05,1067.05,No
4867,100.85,3527.3,No
4868,99.5,3762,Yes
4869,80.55,1248.9,No
4870,64.4,3035.35,No
4871,75.2,4300.8,No
4872,84.9,6065.3,No
4873,19.3,144.95,No
4874,83.9,3233.6,Yes
4875,117.45,5438.9,Yes
4876,104.4,1081.45,Yes
4877,74.65,2308.6,No
4878,59.05,1882.8,No
4879,69.1,3255.35,No
4880,20.55,1067.65,No
4881,76.55,2065.4,No
4882,62.5,4136.4,No
4883,29.4,221.9,Yes
4884,94.9,3848,No
4885,111.65,8022.85,No
4886,19.9,173.15,No
4887,20.45,781.25,No
4888,106.05,4510.8,No
4889,113.45,5317.8,No
4890,92.55,4779.45,No
4891,65.6,250.1,No
4892,84.35,1745.2,No
4893,44.65,74.9,Yes
4894,71.1,4140.1,No
4895,85.15,3670.5,No
4896,49.7,1167.8,No
4897,30.2,469.65,No
4898,25.25,58.9,Yes
4899,84.05,333.55,Yes
4900,85.7,3171.15,Yes
4901,74.7,74.7,Yes
4902,56.35,1381.2,No
4903,90.8,455.5,Yes
4904,107.55,3645.5,No
4905,19.85,1158.85,No
4906,95.9,6954.15,No
4907,23.85,1672.1,No
4908,106.15,3152.5,Yes
4909,83.85,4307.1,No
4910,85.35,2530.4,Yes
4911,84.8,6141.65,No
4912,90.85,3186.7,Yes
4913,76.1,1054.8,No
4914,74.55,5430.65,No
4915,39.2,849.9,No
4916,79.55,151.75,No
4917,19.6,299.4,No
4918,19.55,1086.75,No
4919,39.15,2692.75,No
4920,20.1,1389.6,No
4921,99.95,3767.4,No
4922,59.8,3641.5,No
4923,49.75,2535.55,No
4924,35.75,35.75,Yes
4925,108.5,6880.85,No
4926,60.15,3753.2,No
4927,19.05,637.55,No
4928,46.0,181.6,Yes
4929,84.0,5329.55,No
4930,44.55,44.55,No
4931,103.45,1539.8,No
4932,80.65,2209.75,No
4933,57.2,223.75,No
4934,110.75,7751.7,No
4935,24.7,1174.35,No
4936,97.05,4385.05,No
4937,76.35,2606.35,No
4938,89.4,1539.45,Yes
4939,18.9,18.9,No
4940,74.45,1261.35,No
4941,19.8,58.15,Yes
4942,50.9,225.6,Yes
4943,84.4,5969.3,No
4944,24.4,253.9,No
4945,20.05,400,No
4946,81.0,340.85,Yes
4947,98.35,2515.3,Yes
4948,55.5,227.35,No
4949,51.0,305.95,Yes
4950,91.65,365.4,Yes
4951,84.3,2357.75,No
4952,100.2,198.5,No
4953,19.4,554.25,No
4954,90.85,90.85,Yes
4955,69.4,69.4,Yes
4956,94.45,742.95,Yes
4957,20.4,251.65,No
4958,94.75,5597.65,No
4959,20.15,20.15,Yes
4960,95.7,4816.7,Yes
4961,44.35,768.05,No
4962,74.55,1215.8,No
4963,73.6,3522.65,No
4964,74.95,1834.95,Yes
4965,47.95,305.1,Yes
4966,50.1,910.45,No
4967,63.6,155.65,Yes
4968,53.0,3656.25,No
4969,19.85,52,No
4970,24.35,150.85,No
4971,19.55,389.25,No
4972,25.05,1873.7,No
4973,93.8,1261,No
4974,36.85,108.7,Yes
4975,103.75,7346.2,No
4976,56.75,3708.4,No
4977,20.8,469.65,No
4978,44.1,44.1,Yes
4979,24.45,1385.85,No
4980,25.6,548.8,No
4981,50.75,712.75,Yes
4982,104.4,6405,Yes
4983,39.3,1637.4,Yes
4984,59.65,2536.55,No
4985,83.3,6042.7,No
4986,79.55,958.25,No
4987,24.45,1730.65,No
4988,19.2,459.6,No
4989,29.8,201.95,No
4990,45.5,285.2,No
4991,106.45,6145.85,Yes
4992,30.05,1529.45,No
4993,65.65,4664.5,No
4994,96.05,1740.7,Yes
4995,75.1,552.95,Yes
4996,74.05,3496.3,No
4997,44.7,93.7,Yes
4998,110.75,7053.35,No
4999,19.7,301.55,No
5000,49.5,312.7,No
5001,55.0,1046.5,Yes
5002,43.95,2960.1,No
5003,74.35,834.2,Yes
5004,111.15,6953.4,No
5005,104.7,4134.85,Yes
5006,55.7,899.8,Yes
5007,20.6,541.5,No
5008,19.65,116.85,No
5009,115.8,7942.15,No
5010,88.65,5321.25,No
5011,94.5,4156.8,No
5012,20.1,223.6,No
5013,34.65,768.45,No
5014,52.3,3765.05,No
5015,65.0,2157.5,No
5016,19.85,108.05,Yes
5017,35.45,1391.65,No
5018,19.7,1379.8,No
5019,95.6,1273.3,No
5020,19.85,810.45,No
5021,81.85,1810.85,No
5022,109.3,7782.85,No
5023,70.3,70.3,Yes
5024,25.4,1797.1,No
5025,69.8,377.85,No
5026,20.0,445.3,No
5027,85.55,851.75,Yes
5028,109.9,7624.2,No
5029,50.3,355.1,No
5030,94.5,575.45,Yes
5031,101.5,906.85,No
5032,89.15,1057.55,No
5033,19.4,19.4,No
5034,29.9,1388.75,No
5035,78.8,1641.3,No
5036,85.35,1375.15,Yes
5037,79.65,152.7,Yes
5038,19.3,185.2,No
5039,79.6,195.05,Yes
5040,96.8,1826.7,No
5041,20.65,417.5,No
5042,19.8,344.5,No
5043,90.6,1660,Yes
5044,104.6,2180.55,No
5045,80.05,2835.9,No
5046,45.15,45.15,No
5047,73.15,2730.85,No
5048,99.1,5437.1,No
5049,20.2,20.2,Yes
5050,106.05,6981.35,Yes
5051,105.35,5794.45,No
5052,45.65,747.2,No
5053,79.95,1267.95,No
